turbine_id,origin,valid_at,lead_hour,power_norm,run_id,model_id,mode,provenance_status
T1,2026-01-31T18:00:00Z,2026-02-02T01:00:00Z,31,0.982957845622831,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T02:00:00Z,32,0.9810330428868794,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T03:00:00Z,33,0.9810330428868794,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T04:00:00Z,34,0.9935877982047459,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T05:00:00Z,35,0.9679867811176304,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T06:00:00Z,36,0.9891426772570859,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T07:00:00Z,37,0.9895012178550335,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T08:00:00Z,38,0.9899722069308778,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T09:00:00Z,39,0.9899722069308778,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T10:00:00Z,40,0.9676502054383525,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T11:00:00Z,41,0.7551647717401305,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T12:00:00Z,42,0.2587630060873346,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T13:00:00Z,43,0.2804831830126784,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T14:00:00Z,44,0.14894944233936433,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T15:00:00Z,45,0.11882377296457829,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T16:00:00Z,46,0.10967912756425273,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T17:00:00Z,47,0.09448277287675279,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-01-31T18:00:00Z,2026-02-02T18:00:00Z,48,0.09448277287675279,2026-01-31T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T2,2026-01-31T18:00:00Z,2026-01-31T19:00:00Z,1,0.010301445237540003,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-01-31T20:00:00Z,2,0.010855926508843797,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-01-31T21:00:00Z,3,0.03800119485175809,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-01-31T22:00:00Z,4,0.010855926508843797,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-01-31T23:00:00Z,5,0.01005651936154835,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T00:00:00Z,6,0.010234922619829955,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T01:00:00Z,7,0.047200338878422766,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T02:00:00Z,8,0.29559708471721735,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T03:00:00Z,9,0.6222018758989432,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T04:00:00Z,10,0.8087863212743776,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T05:00:00Z,11,0.9167115969912738,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T06:00:00Z,12,0.9138472305993763,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T07:00:00Z,13,0.8978891308056005,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T08:00:00Z,14,0.867149376762347,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T09:00:00Z,15,0.8573018740887508,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T10:00:00Z,16,0.8444441690276305,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T11:00:00Z,17,0.7458417322570523,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T12:00:00Z,18,0.6960683102324345,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T13:00:00Z,19,0.807462593223748,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T14:00:00Z,20,0.8266470186376589,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T15:00:00Z,21,0.9032622219912736,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T16:00:00Z,22,0.9032622219912736,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T17:00:00Z,23,0.9032622219912736,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T18:00:00Z,24,0.9167115969912738,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T19:00:00Z,25,0.9167115969912738,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T20:00:00Z,26,0.9160966678686497,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T21:00:00Z,27,0.9567071837692438,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T22:00:00Z,28,0.9530440134616782,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-01T23:00:00Z,29,0.9630951211074934,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T00:00:00Z,30,0.9733506041210527,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T01:00:00Z,31,0.9693104181391989,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T02:00:00Z,32,0.9693104181391989,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T03:00:00Z,33,0.9693104181391989,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T04:00:00Z,34,0.9783938539887513,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T05:00:00Z,35,0.9704087313535746,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T06:00:00Z,36,0.9699729236460276,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T07:00:00Z,37,0.9699729236460276,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T08:00:00Z,38,0.9699729236460276,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T09:00:00Z,39,0.9699729236460276,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T10:00:00Z,40,0.9694032070734883,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T11:00:00Z,41,0.7583900184710846,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T12:00:00Z,42,0.24171235043034892,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T13:00:00Z,43,0.25169621579613477,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T14:00:00Z,44,0.1382863255847333,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T15:00:00Z,45,0.1128281712791059,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T16:00:00Z,46,0.07151243686644647,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T17:00:00Z,47,0.07151243686644647,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T2,2026-01-31T18:00:00Z,2026-02-02T18:00:00Z,48,0.07151243686644647,2026-01-31T00:00:00Z,sha256:071928f407ba189f1d74b42e9e9ac8b1c0b71991dbfd32c9574f67294a09100f,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-01T19:00:00Z,1,0.8159957386495215,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-01T20:00:00Z,2,0.8340855563578548,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-01T21:00:00Z,3,0.8986718395968637,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-01T22:00:00Z,4,0.9107877883570776,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-01T23:00:00Z,5,0.9536849586717,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T00:00:00Z,6,0.982957845622831,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T01:00:00Z,7,0.9810330428868794,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T02:00:00Z,8,0.9810330428868794,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T03:00:00Z,9,0.9935877982047459,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T04:00:00Z,10,0.9935877982047459,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T05:00:00Z,11,0.9887476849241654,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T06:00:00Z,12,0.989531213252393,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T07:00:00Z,13,0.9899995193622264,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T08:00:00Z,14,0.9899722069308778,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T09:00:00Z,15,0.9899722069308778,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T10:00:00Z,16,0.9895012178550335,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T11:00:00Z,17,0.9887476849241654,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T12:00:00Z,18,0.9676502054383525,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T13:00:00Z,19,0.832312904706411,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T14:00:00Z,20,0.44580200515855867,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T15:00:00Z,21,0.09448277287675279,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T16:00:00Z,22,0.154222506633077,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T17:00:00Z,23,0.23421996048464636,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T18:00:00Z,24,0.31035561283992297,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T19:00:00Z,25,0.3666150919809431,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T20:00:00Z,26,0.5277647860549761,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T21:00:00Z,27,0.6232380748880486,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T22:00:00Z,28,0.6511172690062413,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-02T23:00:00Z,29,0.6760266868962884,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
T1,2026-02-01T18:00:00Z,2026-02-03T00:00:00Z,30,0.7016436078737346,2026-02-01T00:00:00Z,sha256:594ab96b14faef987df918ca088c7784f8964e26a17075bcc4a009b6d23b8b96,archive,verified
